m/z	intensity
419.0655	0.0
419.10568	0.0
419.10858	9.0
419.11145	0.0
419.12006	0.0
419.12292	9.0
419.1258	0.0
419.1574	0.0
419.16028	9.0
419.16315	0.0
419.17752	0.0
419.1804	9.0
419.18326	0.0
419.18613	0.0
419.189	14.0
419.19186	9.0
419.19473	14.0
419.1976	0.0
419.2005	0.0
419.20337	9.0
419.20624	0.0
419.2177	0.0
419.22058	9.0
419.22348	9.0
419.22635	14.0
419.22922	0.0
419.2321	14.0
419.23495	9.0
419.23782	19.0
419.2407	9.0
419.2436	9.0
419.24646	0.0
419.24933	0.0
419.2522	14.0
419.25507	9.0
419.25793	9.0
419.2608	14.0
419.2637	0.0
419.26657	0.0
419.26944	14.0
419.2723	0.0
419.28378	0.0
419.28668	23.0
419.28955	18.0
419.29242	9.0
419.2953	14.0
419.29816	14.0
419.30103	22.0
419.3039	13.0
419.3068	39.0
419.30966	40.0
419.31253	50.0
419.3154	68.0
419.31827	66.0
419.32114	37.0
419.324	59.0
419.3269	102.0
419.32977	159.0
419.33264	173.0
419.3355	372.0
419.33838	568.0
419.34125	1119.0
419.34415	1831.0
419.34702	2743.0
419.34988	3201.0
419.35275	3054.0
419.35562	2478.0
419.3585	1656.0
419.36136	1150.0
419.36426	728.0
419.36713	403.0
419.37	252.0
419.37286	195.0
419.37573	150.0
419.3786	64.0
419.38147	51.0
419.38437	38.0
419.38724	23.0
419.3901	42.0
419.39297	0.0
419.39584	9.0
419.3987	0.0
419.4016	0.0
419.40448	9.0
419.40735	0.0
419.8011	0.0
419.80396	9.0
419.80682	0.0
419.83557	0.0
419.83847	9.0
419.84134	0.0
419.8442	14.0
419.84708	0.0
419.86432	0.0
419.86722	9.0
419.8701	0.0
419.87296	14.0
419.87582	9.0
419.8787	9.0
419.8816	0.0
419.88446	0.0
419.88733	9.0
419.8902	0.0
419.89597	0.0
419.89883	9.0
419.9017	9.0
419.90457	0.0
419.90747	9.0
419.91034	9.0
419.9132	0.0
419.97357	0.0
419.97647	9.0
419.97934	0.0
420.06848	0.0
420.07135	9.0
420.07422	0.0
420.12024	0.0
420.1231	9.0
420.12598	0.0
420.16626	0.0
420.16913	9.0
420.172	0.0
420.19214	0.0
420.195	9.0
420.19788	9.0
420.20078	0.0
420.20364	0.0
420.2065	9.0
420.20938	14.0
420.21228	0.0
420.2324	0.0
420.2353	9.0
420.23816	0.0
420.24103	0.0
420.2439	9.0
420.2468	19.0
420.24966	0.0
420.2583	0.0
420.26117	14.0
420.26404	0.0
420.2698	0.0
420.27267	19.0
420.27554	0.0
420.2784	9.0
420.2813	0.0
420.2957	0.0
420.29855	14.0
420.30142	0.0
420.30432	0.0
420.3072	14.0
420.31006	9.0
420.31293	31.0
420.31583	18.0
420.3187	64.0
420.32156	40.0
420.32443	33.0
420.32733	47.0
420.3302	46.0
420.33307	42.0
420.33594	76.0
420.33884	99.0
420.3417	222.0
420.34457	449.0
420.34747	574.0
420.35034	966.0
420.3532	1069.0
420.35608	968.0
420.35898	691.0
420.36185	541.0
420.36472	309.0
420.36758	250.0
420.37048	145.0
420.37335	177.0
420.37622	72.0
420.3791	28.0
420.382	38.0
420.38486	49.0
420.38773	26.0
420.3906	28.0
420.3935	31.0
420.39636	33.0
420.39923	80.0
420.4021	93.0
420.405	48.0
420.40787	29.0
420.41074	19.0
420.41364	14.0
420.4165	19.0
420.41937	0.0
420.42224	24.0
420.42514	9.0
420.428	0.0
420.4395	0.0
420.44238	9.0
420.44528	0.0
420.6783	0.0
420.6812	9.0
420.68408	0.0
420.76468	0.0
420.76755	9.0
420.77042	0.0
420.7992	0.0
420.8021	9.0
420.80496	0.0
420.81934	0.0
420.82224	9.0
420.8251	0.0
420.85678	0.0
420.85965	9.0
420.86252	0.0
420.8654	9.0
420.8683	19.0
420.87115	65.0
420.87402	96.0
420.87692	136.0
420.8798	155.0
420.88266	253.0
420.88556	176.0
420.88843	159.0
420.8913	105.0
420.8942	57.0
420.89706	55.0
420.89993	32.0
420.90283	38.0
420.9057	19.0
420.90857	19.0
420.91147	0.0
420.91434	9.0
420.9172	0.0
420.9201	9.0
420.92297	9.0
420.92584	0.0
420.92874	9.0
420.9316	0.0
420.95175	0.0
420.95462	9.0
420.95752	0.0
420.9604	9.0
420.96326	9.0
420.96616	9.0
420.96902	24.0
420.9719	0.0
421.0237	0.0
421.0266	9.0
421.02948	0.0
421.04388	0.0
421.04675	9.0
421.04962	0.0
421.05252	9.0
421.0554	0.0
421.07556	0.0
421.07843	9.0
421.0813	9.0
421.0842	0.0
421.08707	0.0
421.08994	9.0
421.09283	0.0
421.09857	0.0
421.10147	9.0
421.10434	0.0
421.1936	0.0
421.19647	9.0
421.19934	9.0
421.20224	0.0
421.21375	0.0
421.21664	9.0
421.2195	9.0
421.22238	14.0
421.22528	0.0
421.23102	0.0
421.23392	9.0
421.2368	9.0
421.23965	14.0
421.24255	0.0
421.24542	9.0
421.24832	0.0
421.2512	0.0
421.25406	9.0
421.25696	9.0
421.25983	0.0
421.2627	19.0
421.2656	19.0
421.26846	0.0
421.27133	9.0
421.27423	14.0
421.2771	19.0
421.28	9.0
421.28287	9.0
421.28574	0.0
421.28864	0.0
421.2915	9.0
421.29437	0.0
421.29727	0.0
421.30014	14.0
421.303	9.0
421.3059	0.0
421.30878	9.0
421.31168	14.0
421.31454	19.0
421.3174	26.0
421.3203	9.0
421.32318	78.0
421.32605	94.0
421.32895	131.0
421.33182	50.0
421.33472	51.0
421.3376	43.0
421.34045	75.0
421.34335	160.0
421.34622	252.0
421.3491	330.0
421.352	391.0
421.35486	319.0
421.35776	314.0
421.36063	252.0
421.3635	168.0
421.3664	138.0
421.36926	49.0
421.37213	39.0
421.37503	35.0
421.3779	41.0
421.3808	9.0
421.38367	14.0
421.38654	9.0
421.38943	14.0
421.3923	0.0
421.39517	14.0
421.39807	14.0
421.40094	14.0
421.40384	19.0
421.4067	9.0
421.40958	28.0
421.41248	14.0
421.41534	0.0
421.4182	14.0
421.4211	0.0
421.42688	0.0
421.42975	9.0
421.43262	0.0
421.43552	9.0
421.4384	0.0
421.65155	0.0
421.65445	9.0
421.65732	0.0
421.81866	0.0
421.82156	9.0
421.82443	0.0
421.87054	0.0
421.8734	9.0
421.8763	14.0
421.87918	0.0
421.88208	19.0
421.88495	19.0
421.88785	9.0
421.89072	0.0
421.8936	9.0
421.89648	0.0
421.89935	0.0
421.90225	9.0
421.90512	0.0
422.10687	0.0
422.10977	9.0
422.11264	0.0
422.14435	0.0
422.14725	9.0
422.15012	0.0
422.18182	0.0
422.18472	9.0
422.1876	0.0
422.19913	0.0
422.20203	9.0
422.2049	0.0
422.23083	0.0
422.23373	9.0
422.2366	0.0
422.24527	0.0
422.24814	9.0
422.25104	9.0
422.2539	0.0
422.2568	9.0
422.25967	9.0
422.26257	0.0
422.27985	0.0
422.28275	9.0
422.2856	9.0
422.2885	29.0
422.29138	30.0
422.29428	46.0
422.29715	45.0
422.30005	92.0
422.30292	61.0
422.30582	19.0
422.3087	37.0
422.31158	25.0
422.31445	24.0
422.31735	24.0
422.32022	24.0
422.32312	38.0
422.326	47.0
422.32886	23.0
422.33176	14.0
422.33463	9.0
422.33752	27.0
422.3404	49.0
422.3433	36.0
422.34616	37.0
422.34906	112.0
422.35193	96.0
422.35483	49.0
422.3577	61.0
422.3606	43.0
422.36346	29.0
422.36636	79.0
422.36923	72.0
422.37213	108.0
422.375	158.0
422.3779	253.0
422.38077	380.0
422.38367	337.0
422.38654	267.0
422.38943	213.0
422.3923	171.0
422.3952	87.0
422.39807	101.0
422.40097	38.0
422.40384	19.0
422.40674	19.0
422.4096	9.0
422.4125	14.0
422.41537	0.0
422.52496	0.0
422.52783	9.0
422.53073	0.0
422.80765	0.0
422.81052	9.0
422.81342	9.0
422.81628	0.0
422.82495	0.0
422.82785	9.0
422.83072	0.0
422.8596	0.0
422.86246	9.0
422.86536	0.0
422.86823	0.0
422.87112	43.0
422.874	90.0
422.8769	85.0
422.87976	54.0
422.88266	84.0
422.88553	59.0
422.88843	83.0
422.89133	24.0
422.8942	19.0
422.8971	45.0
422.89996	9.0
422.90286	0.0
422.90573	14.0
422.90863	9.0
422.9115	19.0
422.9144	0.0
422.92883	0.0
422.9317	9.0
422.9346	0.0
422.94324	0.0
422.94614	9.0
422.949	0.0
422.98654	0.0
422.9894	9.0
422.9923	9.0
422.99518	0.0
423.05002	0.0
423.05292	9.0
423.0558	0.0
423.0731	0.0
423.076	9.0
423.0789	0.0
423.16257	0.0
423.16547	14.0
423.16833	0.0
423.1741	0.0
423.177	9.0
423.1799	0.0
423.18277	9.0
423.18567	0.0
423.1943	0.0
423.1972	9.0
423.2001	0.0
423.20874	0.0
423.21164	9.0
423.21454	9.0
423.2174	9.0
423.2203	0.0
423.2376	0.0
423.2405	14.0
423.24338	0.0
423.25204	0.0
423.25494	9.0
423.2578	0.0
423.2607	0.0
423.26358	14.0
423.26648	0.0
423.26938	9.0
423.27225	0.0
423.27515	19.0
423.278	0.0
423.2809	9.0
423.2838	9.0
423.28668	9.0
423.28958	19.0
423.29245	14.0
423.29535	0.0
423.29825	9.0
423.30112	28.0
423.30402	19.0
423.3069	24.0
423.30978	9.0
423.31265	32.0
423.31555	0.0
423.31845	14.0
423.32132	0.0
423.32422	9.0
423.3271	19.0
423.33	19.0
423.3329	19.0
423.33575	9.0
423.33865	9.0
423.34152	9.0
423.34442	9.0
423.34732	24.0
423.3502	24.0
423.3531	19.0
423.35596	32.0
423.35886	28.0
423.36176	0.0
423.36462	19.0
423.36752	19.0
423.3704	24.0
423.3733	14.0
423.3762	29.0
423.37906	42.0
423.38196	93.0
423.38483	57.0
423.38773	55.0
423.39062	29.0
423.3935	57.0
423.3964	26.0
423.39926	41.0
423.40216	0.0
423.40506	14.0
423.40793	9.0
423.41083	14.0
423.4137	0.0
423.42236	0.0
423.42526	9.0
423.42813	0.0
423.60138	0.0
423.60428	9.0
423.60715	0.0
423.8209	0.0
423.82376	9.0
423.82666	9.0
423.82956	0.0
423.85553	0.0
423.85843	9.0
423.86133	0.0
423.8642	0.0
423.8671	9.0
423.87	9.0
423.87286	0.0
423.87576	0.0
423.87866	9.0
423.88153	0.0
423.8931	0.0
423.896	9.0
423.89886	0.0
423.9162	0.0
423.9191	9.0
423.92197	0.0
423.93063	0.0
423.93353	9.0
423.93643	0.0
423.9422	0.0
423.9451	9.0
423.94797	0.0
423.9942	0.0
423.9971	9.0
423.99997	0.0
424.00577	0.0
424.00864	9.0
424.01154	0.0
424.0491	0.0
424.05197	9.0
424.05487	0.0
424.1271	0.0
424.13	9.0
424.13287	0.0
424.14157	0.0
424.14444	9.0
424.14734	0.0
424.2109	0.0
424.2138	9.0
424.21667	0.0
424.23404	0.0
424.2369	14.0
424.2398	0.0
424.26004	0.0
424.26294	9.0
424.2658	19.0
424.2687	19.0
424.2716	41.0
424.27448	74.0
424.27737	111.0
424.28027	143.0
424.28314	97.0
424.28604	75.0
424.28894	33.0
424.29184	28.0
424.2947	27.0
424.2976	45.0
424.3005	24.0
424.30338	24.0
424.30627	19.0
424.30917	0.0
424.31204	14.0
424.31494	19.0
424.31784	48.0
424.32074	14.0
424.3236	19.0
424.3265	0.0
424.3294	9.0
424.33228	19.0
424.33517	0.0
424.33807	14.0
424.34094	0.0
424.34384	14.0
424.34674	57.0
424.34964	66.0
424.3525	84.0
424.3554	170.0
424.3583	248.0
424.36118	237.0
424.36407	293.0
424.36697	199.0
424.36987	66.0
424.37274	95.0
424.37564	89.0
424.37854	47.0
424.3814	57.0
424.3843	28.0
424.3872	31.0
424.3901	9.0
424.39297	86.0
424.39587	14.0
424.39877	9.0
424.40164	0.0
424.40454	0.0
424.40744	9.0
424.41034	0.0
424.419	0.0
424.42188	9.0
424.42477	0.0
424.42767	0.0
424.43057	9.0
424.43344	9.0
424.43634	0.0
424.43924	14.0
424.4421	14.0
424.445	9.0
424.4479	14.0
424.4508	0.0
424.45367	0.0
424.45657	9.0
424.45947	0.0
424.46234	14.0
424.46524	0.0
424.79773	0.0
424.80063	9.0
424.80353	0.0
424.85556	0.0
424.85846	9.0
424.86136	0.0
424.86426	9.0
424.86713	14.0
424.87003	14.0
424.87292	23.0
424.87582	47.0
424.8787	50.0
424.8816	82.0
424.8845	134.0
424.8874	500.0
424.8903	468.0
424.89316	581.0
424.89606	775.0
424.89896	663.0
424.90186	395.0
424.90472	213.0
424.90762	165.0
424.91052	71.0
424.91342	59.0
424.9163	41.0
424.9192	46.0
424.9221	23.0
424.925	9.0
424.9279	9.0
424.93076	0.0
424.97415	0.0
424.97705	9.0
424.97992	0.0
424.98282	19.0
424.98572	0.0
425.01755	0.0
425.02042	9.0
425.02332	0.0
425.07538	0.0
425.07828	9.0
425.08118	0.0
425.08408	0.0
425.08694	9.0
425.08984	0.0
425.13614	0.0
425.13904	9.0
425.14194	0.0
425.17953	0.0
425.18243	9.0
425.18533	9.0
425.1882	0.0
425.1911	19.0
425.194	9.0
425.1969	0.0
425.1998	33.0
425.20267	41.0
425.20557	65.0
425.20847	148.0
425.21136	295.0
425.21426	175.0
425.21713	177.0
425.22003	68.0
425.22293	46.0
425.22583	35.0
425.22873	52.0
425.2316	34.0
425.2345	14.0
425.2374	9.0
425.2403	0.0
425.24606	0.0
425.24896	9.0
425.25186	0.0
425.25476	9.0
425.25766	14.0
425.26053	0.0
425.26343	0.0
425.26633	9.0
425.26923	19.0
425.27213	19.0
425.275	19.0
425.2779	19.0
425.2808	85.0
425.2837	14.0
425.2866	24.0
425.2895	31.0
425.29236	39.0
425.29526	26.0
425.29816	19.0
425.30106	24.0
425.30396	19.0
425.30682	32.0
425.30972	24.0
425.31262	0.0
425.31552	19.0
425.31842	29.0
425.3213	14.0
425.3242	0.0
425.3271	9.0
425.33	19.0
425.3329	24.0
425.3358	9.0
425.33865	19.0
425.34155	9.0
425.34445	9.0
425.34735	9.0
425.35025	9.0
425.35312	14.0
425.35602	56.0
425.35892	52.0
425.36182	43.0
425.36472	38.0
425.3676	120.0
425.37048	19.0
425.37338	24.0
425.37628	9.0
425.37918	24.0
425.38208	9.0
425.38498	14.0
425.38785	0.0
425.39075	9.0
425.39365	0.0
425.39944	0.0
425.4023	9.0
425.4052	0.0
425.43127	0.0
425.43417	9.0
425.43704	0.0
425.44284	0.0
425.44574	9.0
425.44864	0.0
425.4573	0.0
425.4602	9.0
425.4631	0.0
425.82492	0.0
425.82782	9.0
425.83072	0.0
425.83652	0.0
425.83942	9.0
425.84232	9.0
425.84518	0.0
425.87415	0.0
425.87704	9.0
425.87994	29.0
425.88284	14.0
425.88574	14.0
425.88864	0.0
425.8915	36.0
425.8944	68.0
425.8973	71.0
425.9002	40.0
425.9031	38.0
425.906	32.0
425.9089	9.0
425.9118	30.0
425.91467	19.0
425.91757	0.0
425.92047	9.0
425.92337	0.0
425.93787	0.0
425.94073	9.0
425.94363	0.0
425.9842	0.0
425.9871	9.0
425.99	0.0
426.00735	0.0
426.01025	9.0
426.01315	0.0
426.01605	9.0
426.01892	0.0
426.1261	0.0
426.129	14.0
426.1319	0.0
426.16663	0.0
426.16953	9.0
426.17242	0.0
426.2014	0.0
426.20428	9.0
426.20718	24.0
426.21008	29.0
426.21298	67.0
426.21588	64.0
426.21878	39.0
426.22168	48.0
426.22458	9.0
426.22748	19.0
426.23038	9.0
426.23325	19.0
426.23615	14.0
426.23904	0.0
426.26224	0.0
426.26514	14.0
426.268	0.0
426.2709	9.0
426.2738	14.0
426.2767	24.0
426.2796	0.0
426.2825	19.0
426.2854	24.0
426.2883	14.0
426.2912	19.0
426.2941	14.0
426.297	0.0
426.2999	0.0
426.3028	9.0
426.30566	19.0
426.30856	14.0
426.31146	9.0
426.31436	19.0
426.31726	0.0
426.32016	9.0
426.32306	24.0
426.32596	0.0
426.32886	19.0
426.33176	0.0
426.33466	9.0
426.33755	0.0
426.34045	24.0
426.34335	14.0
426.34622	9.0
426.34912	0.0
426.35782	0.0
426.36072	19.0
426.36362	14.0
426.36652	14.0
426.36942	0.0
426.3723	24.0
426.3752	0.0
426.39548	0.0
426.39838	9.0
426.40128	0.0
426.82727	0.0
426.83017	9.0
426.83307	0.0
426.83597	9.0
426.83887	0.0
426.84177	14.0
426.84467	0.0
426.88235	0.0
426.88525	14.0
426.88815	9.0
426.89105	0.0
426.89395	24.0
426.89685	25.0
426.89975	14.0
426.90265	34.0
426.90555	19.0
426.90845	19.0
426.91135	9.0
426.91425	14.0
426.91714	0.0
426.92584	0.0
426.92874	9.0
426.93164	0.0
426.93454	9.0
426.93744	0.0
427.01572	0.0
427.01862	9.0
427.0215	0.0
427.0389	0.0
427.0418	9.0
427.0447	9.0
427.0476	0.0
427.0911	0.0
427.094	9.0
427.0969	0.0
427.14908	0.0
427.15198	14.0
427.15488	0.0
427.15778	9.0
427.16068	9.0
427.1636	0.0
427.1694	0.0
427.1723	9.0
427.1752	0.0
427.2042	0.0
427.2071	24.0
427.21	0.0
427.2187	0.0
427.2216	9.0
427.2245	14.0
427.2274	0.0
427.2303	0.0
427.2332	14.0
427.23608	0.0
427.23898	9.0
427.24188	14.0
427.24478	9.0
427.24768	14.0
427.25058	0.0
427.25638	0.0
427.25928	9.0
427.26218	0.0
427.26508	14.0
427.26797	14.0
427.2709	24.0
427.2738	9.0
427.2767	9.0
427.2796	0.0
427.2825	14.0
427.2854	24.0
427.2883	35.0
427.2912	46.0
427.2941	64.0
427.297	103.0
427.2999	129.0
427.3028	118.0
427.3057	123.0
427.3086	68.0
427.3115	51.0
427.3144	35.0
427.3173	41.0
427.3202	42.0
427.3231	24.0
427.326	14.0
427.3289	0.0
427.3318	9.0
427.3347	19.0
427.3376	0.0
427.34048	14.0
427.34338	31.0
427.34628	0.0
427.3521	0.0
427.355	9.0
427.3579	14.0
427.3608	0.0
427.3637	0.0
427.3666	24.0
427.3695	9.0
427.3724	14.0
427.3753	24.0
427.3782	24.0
427.3811	9.0
427.384	0.0
427.3869	19.0
427.3898	14.0
427.3927	14.0
427.3956	19.0
427.3985	0.0
427.4014	9.0
427.4043	0.0
427.64218	0.0
427.64508	9.0
427.64798	0.0
427.86563	0.0
427.86853	9.0
427.87143	0.0
427.87723	0.0
427.88013	9.0
427.88306	0.0
427.88596	9.0
427.88885	0.0
427.89465	0.0
427.89755	9.0
427.90045	0.0
427.92078	0.0
427.92368	9.0
427.92657	0.0
428.2227	0.0
428.2256	9.0
428.2285	0.0
428.23138	0.0
428.23428	9.0
428.23718	0.0
428.24008	0.0
428.243	9.0
428.2459	0.0
428.2517	0.0
428.2546	14.0
428.2575	0.0
428.2604	9.0
428.26334	9.0
428.26624	9.0
428.26913	14.0
428.27203	0.0
428.28366	0.0
428.28656	14.0
428.28946	0.0
428.29236	24.0
428.29526	14.0
428.29816	27.0
428.30106	24.0
428.304	34.0
428.3069	51.0
428.30978	14.0
428.31268	24.0
428.31558	9.0
428.31848	24.0
428.32138	35.0
428.3243	29.0
428.3272	69.0
428.3301	137.0
428.333	130.0
428.3359	111.0
428.3388	75.0
428.34174	65.0
428.34464	34.0
428.34753	30.0
428.35043	45.0
428.35333	32.0
428.35623	14.0
428.35913	14.0
428.36206	14.0
428.36496	9.0
428.36786	9.0
428.37076	9.0
428.37366	24.0
428.37656	32.0
428.3795	35.0
428.3824	24.0
428.38528	14.0
428.38818	14.0
428.39108	14.0
428.39398	14.0
428.39688	24.0
428.3998	0.0
428.4027	9.0
428.4056	19.0
428.4085	0.0
428.4114	0.0
428.4143	14.0
428.41724	9.0
428.42014	0.0
428.80936	0.0
428.81226	9.0
428.8152	0.0
428.86166	0.0
428.86456	9.0
428.86746	0.0
428.8704	19.0
428.8733	14.0
428.8762	19.0
428.8791	60.0
428.882	48.0
428.88492	152.0
428.88782	100.0
428.89072	175.0
428.89362	107.0
428.8965	67.0
428.89944	55.0
428.90234	53.0
428.90524	14.0
428.90814	9.0
428.91104	0.0
428.91397	9.0
428.91687	14.0
428.91977	9.0
428.92267	9.0
428.9256	14.0
428.9285	0.0
428.9314	0.0
428.9343	9.0
428.9372	0.0
428.99823	0.0
429.00113	9.0
429.00406	9.0
429.00696	0.0
429.04764	0.0
429.05054	14.0
429.05344	0.0
429.06216	0.0
429.06506	14.0
429.068	0.0
429.0709	25.0
429.0738	43.0
429.0767	31.0
429.07962	90.0
429.08252	157.0
429.08542	134.0
429.08832	142.0
429.09122	124.0
429.09415	89.0
429.09705	61.0
429.09995	48.0
429.10284	14.0
429.10577	19.0
429.10867	9.0
429.11157	14.0
429.11447	0.0
429.2046	0.0
429.2075	9.0
429.2104	0.0
429.22784	0.0
429.23074	9.0
429.23364	19.0
429.23657	35.0
429.23947	19.0
429.24237	14.0
429.24527	9.0
429.2482	14.0
429.2511	0.0
429.254	0.0
429.2569	9.0
429.25983	0.0
429.26273	0.0
429.26562	9.0
429.26852	0.0
429.27145	9.0
429.27435	9.0
429.27725	0.0
429.28015	0.0
429.28308	9.0
429.28598	0.0
429.28888	14.0
429.29178	0.0
429.2947	9.0
429.2976	9.0
429.3005	19.0
429.3034	0.0
429.30634	9.0
429.30923	14.0
429.31213	19.0
429.31503	19.0
429.31796	9.0
429.32086	14.0
429.32376	14.0
429.3267	25.0
429.3296	9.0
429.3325	9.0
429.3354	25.0
429.33832	14.0
429.34122	50.0
429.34412	28.0
429.34702	24.0
429.34995	14.0
429.35284	0.0
429.35574	14.0
429.35864	0.0
429.36157	0.0
429.36447	14.0
429.36737	24.0
429.37027	9.0
429.3732	0.0
429.3761	19.0
429.379	19.0
429.38193	0.0
429.38483	9.0
429.38773	56.0
429.39062	28.0
429.39355	67.0
429.39645	57.0
429.39935	157.0
429.40225	171.0
429.40518	158.0
429.40808	37.0
429.41098	80.0
429.4139	49.0
429.4168	0.0
429.4197	14.0
429.4226	9.0
429.42554	36.0
429.42844	0.0
429.6058	0.0
429.6087	9.0
429.61163	9.0
429.61453	0.0
429.82977	0.0
429.83267	24.0
429.83557	19.0
429.83847	31.0
429.8414	24.0
429.8443	9.0
429.8472	0.0
429.8792	0.0
429.8821	19.0
429.88504	0.0
429.88794	0.0
429.89084	24.0
429.89377	0.0
429.89667	9.0
429.89957	0.0
429.9054	0.0
429.9083	9.0
429.91122	9.0
429.91412	0.0
429.92575	0.0
429.92868	9.0
429.93158	9.0
429.93448	0.0
429.9665	0.0
429.9694	9.0
429.9723	0.0
430.03632	0.0
430.0392	9.0
430.04214	0.0
430.05667	0.0
430.0596	9.0
430.0625	0.0
430.0654	0.0
430.06833	14.0
430.07123	0.0
430.07413	0.0
430.07706	24.0
430.07996	26.0
430.08286	74.0
430.0858	105.0
430.08868	67.0
430.09158	33.0
430.0945	14.0
430.0974	19.0
430.1003	9.0
430.10324	30.0
430.10614	0.0
430.10904	9.0
430.11197	0.0
430.19345	0.0
430.19635	9.0
430.19925	0.0
430.20218	0.0
430.20508	9.0
430.20798	0.0
430.22546	0.0
430.22836	9.0
430.23126	0.0
430.2342	0.0
430.2371	14.0
430.24	24.0
430.24292	9.0
430.24582	0.0
430.25165	0.0
430.25455	9.0
430.25748	9.0
430.26038	0.0
430.26328	14.0
430.2662	9.0
430.2691	0.0
430.272	9.0
430.27493	0.0
430.27783	9.0
430.28076	9.0
430.28366	9.0
430.28656	0.0
430.2895	9.0
430.2924	19.0
430.2953	19.0
430.29822	19.0
430.30112	9.0
430.30402	19.0
430.30695	0.0
430.30984	9.0
430.31277	0.0
430.31567	9.0
430.31857	9.0
430.3215	0.0
430.3244	0.0
430.3273	9.0
430.33023	0.0
430.33313	9.0
430.33606	0.0
430.33896	19.0
430.34186	0.0
430.3448	9.0
430.3477	0.0
430.3506	19.0
430.35352	19.0
430.3564	38.0
430.35934	52.0
430.36224	31.0
430.36514	37.0
430.36807	14.0
430.37097	29.0
430.37387	14.0
430.3768	14.0
430.3797	48.0
430.38263	14.0
430.38553	0.0
430.38843	27.0
430.39136	0.0
430.39426	19.0
430.39716	24.0
430.4001	14.0
430.40298	19.0
430.4059	19.0
430.4088	14.0
430.4117	14.0
430.41464	9.0
430.41754	0.0
430.42047	9.0
430.42337	24.0
430.42627	0.0
430.4292	0.0
430.4321	9.0
430.435	9.0
430.43793	0.0
430.60385	0.0
430.60678	9.0
430.60968	0.0
430.82806	0.0
430.831	14.0
430.8339	0.0
430.83682	19.0
430.83972	0.0
430.84262	0.0
430.84555	19.0
430.84845	9.0
430.85138	0.0
430.85428	14.0
430.8572	18.0
430.8601	0.0
430.863	0.0
430.86594	14.0
430.86884	23.0
430.87177	23.0
430.87466	23.0
430.8776	79.0
430.8805	72.0
430.8834	177.0
430.88632	246.0
430.88922	199.0
430.89215	302.0
430.89505	218.0
430.89798	319.0
430.90088	356.0
430.90378	667.0
430.9067	1164.0
430.9096	1487.0
430.91254	1452.0
430.91544	1182.0
430.91837	1064.0
430.92126	726.0
430.9242	398.0
430.9271	270.0
430.93	142.0
430.93292	109.0
430.93582	68.0
430.93875	65.0
430.94165	18.0
430.94458	0.0
430.94748	14.0
430.95038	25.0
430.9533	18.0
430.9562	18.0
430.95914	0.0
430.9766	0.0
430.97952	9.0
430.98242	0.0
431.03778	0.0
431.04068	9.0
431.0436	9.0
431.0465	0.0
431.05817	0.0
431.06107	14.0
431.064	0.0
431.0669	14.0
431.06982	14.0
431.07272	9.0
431.07565	19.0
431.07855	25.0
431.08148	14.0
431.08438	33.0
431.0873	24.0
431.0902	40.0
431.0931	25.0
431.09604	9.0
431.09894	19.0
431.10187	9.0
431.10477	14.0
431.1077	0.0
431.12225	0.0
431.12518	9.0
431.12808	0.0
431.14847	0.0
431.1514	9.0
431.1543	0.0
431.16885	0.0
431.17178	14.0
431.17468	9.0
431.1776	0.0
431.18634	0.0
431.18927	14.0
431.19217	0.0
431.20676	0.0
431.20966	9.0
431.21255	0.0
431.2242	0.0
431.22714	14.0
431.23004	0.0
431.23297	9.0
431.23587	14.0
431.2388	0.0
431.2417	9.0
431.24463	0.0
431.25046	0.0
431.25336	14.0
431.2563	9.0
431.2592	9.0
431.26212	0.0
431.29706	0.0
431.3	9.0
431.3029	0.0
431.30582	14.0
431.30872	0.0
431.31165	0.0
431.31454	9.0
431.31747	0.0
431.32037	14.0
431.3233	0.0
431.33203	0.0
431.33493	14.0
431.33786	0.0
431.34076	14.0
431.3437	0.0
431.3466	14.0
431.34952	0.0
431.35242	14.0
431.35535	9.0
431.35825	19.0
431.36118	57.0
431.36407	39.0
431.367	36.0
431.3699	100.0
431.37283	138.0
431.37573	191.0
431.37866	343.0
431.38156	349.0
431.3845	378.0
431.3874	303.0
431.39032	170.0
431.39322	152.0
431.39615	101.0
431.39905	78.0
431.40198	34.0
431.40488	19.0
431.4078	0.0
431.4107	19.0
431.41364	14.0
431.41653	14.0
431.41946	9.0
431.42236	0.0
431.44568	0.0
431.4486	9.0
431.4515	0.0
431.51273	0.0
431.51562	9.0
431.51855	0.0
431.85086	0.0
431.8538	24.0
431.8567	0.0
431.85962	0.0
431.86252	19.0
431.86545	0.0
431.86835	9.0
431.87128	0.0
431.87418	9.0
431.8771	14.0
431.88004	14.0
431.88293	0.0
431.88586	14.0
431.88876	14.0
431.8917	14.0
431.8946	9.0
431.89752	41.0
431.90042	19.0
431.90335	24.0
431.90625	52.0
431.90918	48.0
431.9121	80.0
431.915	99.0
431.91794	48.0
431.92084	106.0
431.92377	33.0
431.92667	35.0
431.9296	40.0
431.9325	47.0
431.93542	0.0
431.93835	27.0
431.94125	0.0
432.04916	0.0
432.05206	9.0
432.055	0.0
432.06958	0.0
432.07248	9.0
432.0754	14.0
432.0783	0.0
432.08124	14.0
432.08414	9.0
432.08707	19.0
432.09	19.0
432.0929	14.0
432.09583	14.0
432.09872	0.0
432.1104	0.0
432.1133	9.0
432.11624	0.0
432.18915	0.0
